video_title,view_count,like_count,comment_count,channel_name,subscriber_count
ഇന്‍ഫിനിക്‌സ് ഫോണുകള്‍ക്ക് വന്‍ വിലകിഴിവ്‌ Infinix Big Billion Day Offer,43647,5826,863,Jayaraj G Nath,1820000
പനി നോക്കാനും വാച്ച്‌ 🔥🔥🔥||Gionee Thermo Smartwatch Malayalam Review⚡⚡⚡,40448,2453,410,Jayaraj G Nath,1820000
Honor Watch GS Pro and MOECEN TWS Malayalam Unboxing,67673,6931,3530,Jayaraj G Nath,1820000
Samsung Galaxy F41🔥🔥🔥| സമ്മാനമായി നേടാം⚡⚡⚡ BBD 2020,85851,8656,2600,Jayaraj G Nath,1820000
OnePlus 8T Malayalam Unboxing🔥🔥🔥||എന്റമ്മോ കിടു ഫോണ്‍⚡⚡⚡,331957,19721,2437,Jayaraj G Nath,1820000
"F41 Special Price on Flipkar Big Billion Day Sale: Rs. 10,860 | Rs.15, 499 + Bank Discounts⚡⚡⚡",215240,6404,1034,Jayaraj G Nath,1820000
വൗ വിവോാാ🔥🔥🔥||Vivo V20 Malayalam Unboxing|| Best Camera Phone⚡⚡⚡#VivoV20,332591,14122,1464,Jayaraj G Nath,1820000
റിയല്‍മിയുടെ ചാരകണ്ണ്‌🔥🔥🔥|| realme Smart Cam 360 Malayalam Review|| Best CCTV Camera⚡⚡⚡,232194,9131,970,Jayaraj G Nath,1820000
realme Buds Wireless Pro Malayalam Review🔥🔥🔥,126061,7432,942,Jayaraj G Nath,1820000
Samsung Galaxy Tab A7 Malayalam Unboxing 🔥🔥🔥|| Best Tablet under 20000⚡⚡⚡,225948,9146,811,Jayaraj G Nath,1820000
Samsung Galaxy F41 Full On Malayalam Unboxing🔥🔥🔥|| Best Samsung phone under 15000⚡⚡⚡,376919,17799,2280,Jayaraj G Nath,1820000
Gionee Max വിജയി,39203,4512,300,Jayaraj G Nath,1820000
പൊളിച്ചടുക്കി റിയല്‍മി🔥🔥🔥||realme 55 inch 4K sLED Smart Tv and realme Soundbar Malayalam Unboxing⚡⚡⚡,365810,12079,1069,Jayaraj G Nath,1820000
Samsung Galaxy S20 FE Malayalam Unboxing🔥🔥🔥|| സാംസങിന്റെ പുതിയ ഫോണ്‍⚡⚡⚡,214857,10075,1336,Jayaraj G Nath,1820000
Infinix Hot 10 Malayalam Unboxing🔥🔥🔥|| Best Smartphone under 10000⚡⚡⚡,208321,28471,13805,Jayaraj G Nath,1820000
Nokia C3🔥🔥🔥 ||  വിജയി⚡⚡⚡,39547,4559,559,Jayaraj G Nath,1820000
ഇനി എന്തും ചോദിക്കാം ധൈര്യമായി🔥🔥🔥 || Xiaomi Mi Smart Speaker Malayalam Unboxing⚡⚡⚡,77730,4932,640,Jayaraj G Nath,1820000
Samsung Galaxy Tab S6 Lite Malayalam Review 🔥🔥🔥|| സാംസങിന്റെ കിടിലന്‍ ടാബ്‌ലറ്റ്‌⚡⚡⚡,153936,7316,751,Jayaraj G Nath,1820000
Gionee Max Malayalam Review 🔥🔥🔥|| 5999 രൂപയ്ക്ക് ഒരു സ്മാര്‍ട്ട് ഫോണ്‍⚡⚡⚡,104709,12657,6762,Jayaraj G Nath,1820000
DJI OM4 Malayalam Review🔥🔥🔥|| ഇനി ആരുടെ മുന്നിലും കുലുങ്ങില്ല⚡⚡⚡,199578,9255,996,Jayaraj G Nath,1820000
ദേ പിന്നെയും Realme🔥🔥🔥||Realme Narzo 20A Malayalam Unboxing ⚡⚡⚡,120662,7901,689,Jayaraj G Nath,1820000
കിട്ടിയോ? കിട്ടിയോ?  കിട്ടി കിട്ടി !! 🔥🔥🔥|| Youtube Gold Play Button Unboxing Malayalam⚡⚡⚡,55966,8551,1562,Jayaraj G Nath,1820000
വാട്ട്‌സാപ്പില്‍ അയക്കാം സ്വന്തം സ്റ്റിക്കറുകള്‍🔥🔥🔥||Malayalam Keyboard and Stickers Review ⚡⚡⚡,45415,3402,386,Jayaraj G Nath,1820000
Nokia C3 Malayalam Unboxing🔥🔥🔥||Budget friendly Smartphone from Nokia ⚡⚡⚡,100833,12923,6847,Jayaraj G Nath,1820000
Moto e7 Plus Malayalam Unboxing🔥🔥🔥||9499 രൂപ മാത്രം⚡⚡⚡,91978,6303,694,Jayaraj G Nath,1820000
realme narzo 20 Malayalam Unboxing🔥🔥🔥|| ദേ പിന്നേം റിയല്‍മി⚡⚡⚡,214797,12432,1146,Jayaraj G Nath,1820000
realme narzo 20 Pro Malayalam Unboxing🔥🔥🔥|| റിയല്‍മിയില്‍ നിന്ന് മറ്റൊരു കിടിലന്‍ ഫോണ്‍ കൂടി⚡⚡⚡,277582,18643,1661,Jayaraj G Nath,1820000
oppo F17 Malayalam Unboxing🔥🔥🔥|| കിടിലന്‍ ഡിസൈനുള്ള ഒപ്പോ ഫോണ്‍⚡⚡⚡,124239,6597,762,Jayaraj G Nath,1820000
പൊളി സാധനം🔥🔥🔥|| Sony WH-1000XM4 Malayalam Review⚡⚡⚡,103556,6332,787,Jayaraj G Nath,1820000
വീണ്ടും നോക്കിയ 🔥🔥🔥||Nokia 5.3 Malayalam Unboxing ⚡⚡⚡,129035,8101,933,Jayaraj G Nath,1820000
പാവപ്പെട്ടവന്റെ ഐഫോണ്‍🔥🔥🔥|| Infinix Note 7 Malayalam Unboxing⚡⚡⚡,200543,13755,1590,Jayaraj G Nath,1820000
Oppo F17Pro Malayalam Unboxing🔥🔥🔥||I ഒപ്പോയുടെ പുതിയ ഫോണ്‍⚡⚡⚡,269557,12632,1358,Jayaraj G Nath,1820000
എന്നാലും എന്റെ റിയല്‍മീ🔥🔥||I Got a Gift from Realme⚡⚡⚡,251954,20938,1188,Jayaraj G Nath,1820000
15000 രൂപയ്ക്ക് വണ്‍പ്ലസ് ഫോണ്‍🔥🔥🔥||Cheapest Oneplus Phone⚡⚡⚡,264138,17745,1078,Jayaraj G Nath,1820000
POCO M2 Malayalam Unboxing 🔥🔥🔥||Best Budget friendly Smartphone from POCO⚡⚡⚡,330242,19820,1413,Jayaraj G Nath,1820000
കാലം പോയ പോക്കേ 🔥🔥🔥||Realme M1 Sonic Electric Toothbrush Malayalam Unboxing⚡⚡⚡,295435,19658,1523,Jayaraj G Nath,1820000
Samsung Galaxy M51 Malayalam Unboxing🔥🔥🔥||സാംസങിന്റെ ഭീകര ഫോണ്‍⚡⚡⚡,712829,37503,3271,Jayaraj G Nath,1820000
Redmi Smart Band 🔥🔥🔥||1599 രൂപ മാത്രം|| Unboxing in Malayalam⚡⚡⚡,82123,4168,438,Jayaraj G Nath,1820000
POCO M2🔥🔥🔥||My First Thoughts in Malayalam⚡⚡⚡,90074,6178,721,Jayaraj G Nath,1820000
Xiaomi Mi TV HorizonEdition🔥🔥🔥||My Thoughts in Malayalam⚡⚡⚡,46249,3192,370,Jayaraj G Nath,1820000
Oppo Reno 4 Pro Malayalam Review🔥🔥🔥|| Lightest Smartphone⚡⚡⚡,69340,3710,450,Jayaraj G Nath,1820000
Xiaomi Redmi 9 Malayalam Unboxing🔥🔥🔥|| Budget King || Best Smartphone under 10000 in 2020⚡⚡⚡,268421,14210,938,Jayaraj G Nath,1820000
realme 7 Pro Malayalam Unboxing🔥🔥🔥 || റിയല്‍മിയുടെ കിടിലന്‍ ഫോണ്‍⚡⚡⚡,296748,16778,1626,Jayaraj G Nath,1820000
realme 7 Malayalam Unboxing 🔥🔥 || Celebrate Onam #WithMe⚡⚡⚡,226374,14715,1745,Jayaraj G Nath,1820000
ഇവയാണ് മികച്ച ബ്രാന്‍ഡുകള്‍🔥🔥🔥 || Best Selling Smartphone Brands in India⚡⚡⚡,90200,6549,673,Jayaraj G Nath,1820000
Asus ROG Phone 3 Full Review in Malayalam After 1 week🔥🔥🔥 || Asus Rog 3 ഒരാഴ്ചക്ക് ശേഷം⚡⚡⚡,59808,5374,656,Jayaraj G Nath,1820000
ഇവരാണ് ഭാഗ്യശാലികള്‍🔥🔥🔥 || Celebrate Onam #WithMe⚡⚡⚡,77038,10682,2408,Jayaraj G Nath,1820000
ഉടന്‍ എത്തുന്ന ഫോണുകള്‍🔥🔥🔥 || Upcoming Smartphones September 2020⚡⚡⚡,57098,5419,1326,Jayaraj G Nath,1820000
പഴയ ടിവിയും ഇനി സ്മാര്‍ട്ടാക്കാം🔥🔥🔥 || Xiaomi Mi Stick  Malayalam Unboxing⚡⚡⚡,682798,20237,1930,Jayaraj G Nath,1820000
Xiaomi Redmi 9 || New Phone from Xiaomi🔥🔥🔥 || My Thoughts in Malayalam⚡⚡⚡,59187,5557,1097,Jayaraj G Nath,1820000
ഗൂഗിളില്‍ നിന്ന് ഇനി ആരേയും കണ്ടെത്താം🔥🔥🔥 || Google People Card in Malayalam⚡⚡⚡,68848,6865,1444,Jayaraj G Nath,1820000
Celebrate Onam #WithMe🔥🔥🔥 || നിങ്ങള്‍ക്കുള്ള ഓണസമ്മാനം ഇതാ ⚡⚡,172328,50235,45356,Jayaraj G Nath,1820000
ഓണം ഒപ്പോയോട് ഒപ്പം 🔥🔥🔥 || Oppo F15 4GB Malayalam Unboxing⚡⚡⚡ Celebrate #Withme Onam,102862,6349,891,Jayaraj G Nath,1820000
ഷവോമി ഫോണില്‍ അടിമുടി മാറ്റങ്ങള്‍ 🔥🔥🔥 || MIUI 12 Malayalam Review⚡⚡⚡,185068,11830,2634,Jayaraj G Nath,1820000
മോട്ടറോളയുടെ ശക്തമായ തിരിച്ചു വരവ് 🔥🔥🔥 || Motorola One Fusion Plus Malayalam Review⚡⚡⚡,97863,5668,850,Jayaraj G Nath,1820000
രണ്ടു വട്ടം പ്രായ പൂര്‍ത്തിയായവര്‍ മാത്രം കാണുക🔥🔥🔥 || Mi Beard Trimmer 1C Unboxing Malayalam⚡⚡⚡,373081,11851,918,Jayaraj G Nath,1820000
Xiaomi Redmi Note 9 Malayalam Review🔥🔥🔥 || ബഡ്ജറ്റ് കാലിയാകാത്ത ഷവോമി ഫോണ്‍⚡⚡⚡,205285,9403,1290,Jayaraj G Nath,1820000
realme C12 Malayalam Unboxing🔥🔥🔥|| Best Budget Friendly smartphone under 10000 in 2020⚡⚡⚡,179031,9428,1083,Jayaraj G Nath,1820000
Samsung Galaxy M31s Malayalam Unboxing🔥🔥🔥|| Best Midrange Smartphone from Samsung in 2020⚡⚡⚡,314408,12831,1781,Jayaraj G Nath,1820000
Asus ROG Phone 3 Malayalam Unboxing 🔥🔥🔥|| Best Gaming Smartphone in 2020⚡⚡⚡,320197,21758,1432,Jayaraj G Nath,1820000
ക്യാമറയാണ് സാറേ ഇവന്റെ മെയിന്‍ 🔥🔥🔥|| Vivo X50 Malayalam Review⚡⚡⚡,153759,8962,1300,Jayaraj G Nath,1820000
Redmi 9 Prime Malayalam Unboxing 🔥🔥🔥|| Best Smartphone under 10000 in 2020⚡⚡⚡,289138,14248,1800,Jayaraj G Nath,1820000
Honor 9S Malayalam Unboxig🔥🔥🔥|| 6499 മാത്രം⚡⚡⚡,95552,8752,2091,Jayaraj G Nath,1820000
One Million Subscribers🔥🔥🔥||  Special Video⚡⚡⚡,80360,14349,4015,Jayaraj G Nath,1820000
ഇരട്ട ഗിവ് എവേയ്‌ 🔥🔥🔥|| Honor 9A Malayalam Unboxing⚡⚡,90492,12769,7147,Jayaraj G Nath,1820000
Huawei Watch GT2e Malayalam Unboxing 🔥🔥🔥|| Best Smartwatch in 2020⚡⚡⚡,79053,3635,557,Jayaraj G Nath,1820000
OPPO Find X2 Malayalam Unboxing 🔥🔥🔥|| എല്ലാം തികഞ്ഞൊരു ഫോണ്‍⚡⚡⚡,143350,8053,849,Jayaraj G Nath,1820000
ഇന്‍ഫിനിക്‌സിന്റെ കിടിലന്‍ ഹെഡ്‌സെറ്റ്‌ 🔥🔥🔥 || SNOKOR iRockeR TWS Earbuds  ⚡⚡,39199,2784,492,Jayaraj G Nath,1820000
Realme 6i Malayalam Unboxing  🔥🔥🔥 || വില കുറഞ്ഞ ഗെയിമിംഗ് ഫോണ്‍⚡⚡⚡,212067,12303,1333,Jayaraj G Nath,1820000
Infinix SMART 4 Plus Malayalam Unboxing🔥🔥🔥 || ഇന്‍ഫിനിക്‌സിന്റെ പുതിയ ഫോണ്‍ 7999 രൂപ  മാത്രം⚡⚡⚡,107127,6824,737,Jayaraj G Nath,1820000
Xiaomi Redmi 9 Prime Launched🔥🔥🔥 || ഷവോമിയുടെ പുതിയ ഫോണ്‍⚡⚡⚡,72917,5103,565,Jayaraj G Nath,1820000
പണി കിട്ടുമോ ?🔥🔥🔥 || OnePlus Nord Malayalam Detailed Review⚡⚡⚡,293206,13517,1827,Jayaraj G Nath,1820000
Amazfit Bip S Lite Comparison With Realme Watch ! 🔥🔥🔥 || A smartwatch with 30days battery life⚡⚡⚡,42261,2118,344,Jayaraj G Nath,1820000
Lumiford 2.1 Malayalam Unboxing ! 🔥🔥🔥 || ഒരു രക്ഷയും ഇല്ല⚡⚡,60013,3676,341,Jayaraj G Nath,1820000
oppo Reno4 Pro  Malayalam Unboxing ! 🔥🔥🔥 || പൂവ് പോലൊരു ഫോണ്‍⚡⚡⚡,153910,8218,1220,Jayaraj G Nath,1820000
കിടിലന്‍ ഹെഡ്‌സെറ്റ് പക്ഷേ.......🔥🔥🔥 ||True Wireless Headset Malayalam Review⚡⚡⚡,60019,3015,455,Jayaraj G Nath,1820000
Realme Narzo 10 Malayalam Review 🔥🔥🔥 ||Realme Narzo 10 വിശദമായ റിവ്യൂ⚡⚡⚡,61888,3945,551,Jayaraj G Nath,1820000
POCO M2 Pro Malayalam Unboxing🔥🔥🔥 || സൂപ്പര്‍ ഹിറ്റ് ഫോണ്‍⚡⚡,403379,22710,1863,Jayaraj G Nath,1820000
പബ്ജിക്ക് നിരോധനം?? 🔥🔥🔥 || PUBG Ban in India ??⚡⚡⚡,55264,5572,1485,Jayaraj G Nath,1820000
Motorola One Fusion + Malayalam Unboxing 🔥🔥🔥 || കിടിലന്‍ ഫോണ്‍⚡⚡⚡,141047,9228,923,Jayaraj G Nath,1820000
കുറഞ്ഞ വിലയില്‍ ഒരു ലാപ്‌ടോപ്പ്‌🔥🔥🔥 || Best cheap Laptop Malayalam⚡⚡,279601,11375,1173,Jayaraj G Nath,1820000
Xiaomi Redmi Note 9 Malayalam Unboxing🔥🔥🔥 || പോക്കറ്റ് കാലിയാക്കാത്ത ഷവോമി ഫോണ്‍⚡⚡⚡,242255,11684,1141,Jayaraj G Nath,1820000
ഇതാ ഒരു തൊലിഞ്ഞ ഫോണ്‍🔥🔥🔥 || ഒരു പിടിയും കിട്ടിയില്ല അല്ലേ⚡⚡⚡,304744,20031,1359,Jayaraj G Nath,1820000
OnePlus Nord Malayalam Unboxing🔥🔥🔥 || അവന്‍ എത്തി മക്കളേ⚡⚡⚡,550610,27667,2378,Jayaraj G Nath,1820000
OnePlus Nord Malayalam 🔥🔥🔥 || അതിശയിപ്പിക്കുന്ന വിലയില്‍ OnePlus Nord⚡⚡⚡,123104,9052,1004,Jayaraj G Nath,1820000
Xiaomi Redmi Note 9 Launched🔥🔥🔥 || ഷവോമിയുടെ പുതിയ ഫോണ്‍⚡⚡⚡,65393,4478,587,Jayaraj G Nath,1820000
കിടിലന്‍ സ്മാര്‍ട്ട് വാച്ച്‌🔥🔥🔥 || BlitzWolf BW-HL2 Smart Watch Unboxing Malayalam⚡⚡⚡,56964,2967,289,Jayaraj G Nath,1820000
ചൈനീസ് ഫോണുകള്‍ ഒരു സത്യകഥ🔥🔥🔥 || Real facts about smartphones⚡⚡,62250,6078,1039,Jayaraj G Nath,1820000
Realme C11 Malayalam Unboxing🔥🔥🔥 || പോക്കറ്റ് കാലിയാക്കാത്ത റിയല്‍മി ഫോണ്‍⚡⚡⚡,203810,9991,764,Jayaraj G Nath,1820000
vivo X50 unboxing in Malayalam🔥🔥🔥 || Light weight Android Phone in 2020⚡⚡⚡,144652,6552,836,Jayaraj G Nath,1820000
Best Camera Phone🔥🔥🔥|| കിടുക്കാച്ചി ക്യമാറ ഫോണ്‍ || Realme X3 Super Zoom⚡⚡⚡,76260,3899,437,Jayaraj G Nath,1820000
ഒരു കിടുക്കാച്ചി സ്മാര്‍ട്ട്‌ഫോണ്‍🔥🔥🔥OnePlus 8 Pro ||The Complete Malayalam Review⚡⚡⚡,99556,4861,602,Jayaraj G Nath,1820000
ഈ മാസം വരുന്ന ഫോണുകള്‍🔥🔥🔥 ||The Upcoming Smartphones in July 2020⚡⚡⚡,58308,4859,612,Jayaraj G Nath,1820000
Buds Q Vs Redmi S🔥🔥🔥 ||ഏതാണ് സൂപ്പര്‍⚡⚡⚡,54137,2905,582,Jayaraj G Nath,1820000
OnePlus Nord🔥🔥🔥 ||അറിഞ്ഞതെല്ലാം⚡⚡⚡,78820,5008,395,Jayaraj G Nath,1820000
ഒപ്പോയുടെ കിടിലന്‍ ഹെഡ്‌സെറ്റ്‌ 🔥🔥🔥 ||Oppo Enco W31 Unboxing Malayalam⚡⚡⚡,57562,3021,434,Jayaraj G Nath,1820000
ഈ ഫീച്ചര്‍ നിങ്ങള്‍ക്ക് ലഭിച്ചോ ??🔥🔥🔥 || Did you get this feature in your phone?⚡⚡⚡,27536,2006,255,Jayaraj G Nath,1820000
ഇതാണ് സുരേഷ് ഗോപി ഉപയോഗിച്ച ഇടിവള🔥🔥🔥 ||This is Suresh Gopi's Bracelet⚡⚡⚡,43886,3581,358,Jayaraj G Nath,1820000
POCO M2 Pro 🔥🔥🔥 ||Is it a good Smartphone?⚡⚡⚡,86422,5670,422,Jayaraj G Nath,1820000
truke Fit Pro only at 999🔥🔥🔥 ||കുറഞ്ഞ വിലയ്ക്ക് കിടിലന്‍ ഹെഡ്‌സെറ്റ്‌⚡⚡⚡,137061,6479,634,Jayaraj G Nath,1820000
പകരം വയ്ക്കാം ഈ ആപ്പുകള്‍🔥🔥🔥 || Chinese Apps Alternatives that we can Use⚡⚡⚡,43249,3484,372,Jayaraj G Nath,1820000
Realme Narzo 10 Unboxing Malayalam🔥🔥🔥 || Realme Budget Gaming Smartphone⚡⚡⚡,139846,7764,873,Jayaraj G Nath,1820000
വീണ്ടും ജിയോ🔥🔥🔥 || Jio Launched JioMeet in  2020⚡⚡⚡,50188,3272,363,Jayaraj G Nath,1820000
"വണ്‍പ്ലസ് ടിവി 12,999 രൂപ മാത്രം🔥🔥🔥 || OnePlus TV U and V Series Launched⚡⚡⚡",103713,5941,561,Jayaraj G Nath,1820000
realme X3 Super Zoom Unboxing Malayalam🔥🔥🔥 || Latest Flagship Smartphone from Realme⚡⚡⚡,177153,9380,1290,Jayaraj G Nath,1820000
പുതിയ അവതാര പിറവി🔥🔥🔥 || New Avathar Feature Introduced in 2020⚡⚡⚡,46905,2448,157,Jayaraj G Nath,1820000
വാട്ട്‌സാപ്പിലേക്ക് ഒരു അടിപൊളി ഫീച്ചര്‍ 🔥🔥🔥 || A new feature in Whatsapp 2020⚡⚡⚡,76439,4708,311,Jayaraj G Nath,1820000
ടിക്ക്‌ടോക്കിന് നിരോധനം 🔥🔥🔥 || 59 Chinese Apps Banned in India⚡⚡⚡,132790,10444,1356,Jayaraj G Nath,1820000
ഏതാണ് ബെസ്റ്റ്‌ ? 🔥🔥🔥 || Oneplus 8 Vs Oneplus 8 Pro comparison⚡⚡⚡Which should you buy?,78160,3588,519,Jayaraj G Nath,1820000
നിങ്ങള്‍ക്കുമാകാം റിപ്പോര്‍ട്ടര്‍ 🔥🔥🔥 || This will make you a Reporter⚡⚡⚡,10106,678,119,Jayaraj G Nath,1820000
Oneplus 8 Pro Unboxing Malayalam🔥🔥🔥 || The Real flagship Smartphone from Oneplus⚡⚡⚡,165108,8029,803,Jayaraj G Nath,1820000
realme Buds Q TWS 🔥🔥🔥 || Malayalam Unboxing and First Impressions⚡⚡⚡,134498,5345,737,Jayaraj G Nath,1820000
പൊളി സാനം🔥🔥🔥 || Thomson TSP 10 Unboxing Malayalam⚡⚡⚡,85873,3902,370,Jayaraj G Nath,1820000
"ഇത് പൊളി പൊളിക്കും🔥🔥🔥 || Realme Smart TV 43"" Malayalam Unboxing⚡⚡⚡",127940,5527,625,Jayaraj G Nath,1820000
"വീണ്ടും റിയല്‍മി 🔥🔥🔥 || Realme X3, Realme X3 Super Zoom and Realme Buds Q ⚡⚡⚡",34720,2432,426,Jayaraj G Nath,1820000
ബാറ്ററി ചാര്‍ജിംഗ് - ഇങ്ങനെയൊക്കെ ചെയ്യാമോ ? 🔥🔥🔥 || Smartphone Battery Charging Myths⚡⚡⚡,216538,15198,1099,Jayaraj G Nath,1820000
പബ്ജി ചൈനീസ് ആപ്പോ ?🔥🔥🔥 || Is PUBG a chinese game ???⚡⚡⚡,69672,7027,1062,Jayaraj G Nath,1820000
Oneplus 8 Full Review Malayalam 🔥🔥🔥 || Latest Smartphone from Oneplus⚡⚡⚡,87957,4636,586,Jayaraj G Nath,1820000
ഈ ചൈനീസ് ആപ്പുകള്‍ നോട്ടപ്പുള്ളികള്‍🔥🔥🔥 || These Apps are having issues⚡⚡⚡,78295,7420,1231,Jayaraj G Nath,1820000
കുറഞ്ഞ വിലക്ക് കിടിലന്‍ സ്മാര്‍ട്ട് ടിവി🔥🔥🔥 || VU 4K ULTRA  Android TV | Best SmartTV  2020⚡⚡⚡,230625,7663,1070,Jayaraj G Nath,1820000
ഇവയാണ്  മികച്ച ഹെഡ്‌സെറ്റുകള്‍🔥🔥🔥 || Best Wireless Bluetooth Headsets in 2020⚡⚡⚡,599743,21786,1603,Jayaraj G Nath,1820000
Vivo V19 Full Malayalam Review🔥🔥🔥 ||വിവോ വി 19 ഫുള്‍ മലയാളം റിവ്യൂ⚡⚡⚡,80552,3183,361,Jayaraj G Nath,1820000
"വണ്‍പ്ലസ്സിന്റെ 3 പ്രോഡക്ടുകള്‍🔥🔥🔥 ||Oneplus 3 new products Oneplus New TV, Oneplus Z⚡⚡⚡",43867,3155,389,Jayaraj G Nath,1820000
Mi NoteBook 14 Horizon Edition🔥🔥🔥 ||ഷവോമിയുടെ കിടിലന്‍ ലാപ്പ്‌ടോപ്പ് എത്തി⚡⚡⚡,125646,5822,582,Jayaraj G Nath,1820000
iQOO 3 വാങ്ങാന്‍ 7 കാരണങ്ങള്‍‌🔥🔥🔥 ||The Best Flagship Smartphone With Best Performance⚡⚡⚡,108051,7492,681,Jayaraj G Nath,1820000
ഇന്ത്യക്കാര്‍ക്കായിഒരു ഇന്ത്യന്‍ ആപ്പ്‌🔥🔥🔥 ||Say Namaste⚡⚡⚡,28774,2306,220,Jayaraj G Nath,1820000
"Top 5 BEST Laptops under ₹27,000 Budget🔥🔥🔥 ||Best Laptop For Students having online class⚡⚡⚡",95378,5659,440,Jayaraj G Nath,1820000
പ്രായ പൂര്‍ത്തിയായവര്‍ മാത്രം കാണുക🔥🔥🔥 || Xiaomi Mi Beard Trimmer Unboxing Malayalam⚡⚡⚡,155513,6596,683,Jayaraj G Nath,1820000
Samsung Galaxy M21 Unboxing  Malayalam🔥🔥🔥 || Best Mid Range Smartphone from Samsung⚡⚡⚡,288991,9752,1150,Jayaraj G Nath,1820000
Realme Buds Air Neo Malayalam Unboxing🔥🔥🔥 || കിടിലന്‍ വയര്‍ലെസ് ഹെഡ്‌സെറ്റ്‌‌⚡⚡⚡,139671,5790,560,Jayaraj G Nath,1820000
Realme Watch Malayalam Unboxing 🔥🔥🔥 || റിയല്‍മിയുടെ കിടിലന്‍ വാച്ച്‌⚡⚡⚡,202479,6677,573,Jayaraj G Nath,1820000
Oneplus 8 Unboxing Malayalam🔥🔥🔥 || Latest Smartphone from Oneplus⚡⚡⚡,263937,13807,1044,Jayaraj G Nath,1820000
തങ്കു പൂച്ചയാണ് പുതിയ താരം🔥🔥🔥 || Sai Swetha Teacher goes Viral⚡⚡⚡,36701,2857,218,Jayaraj G Nath,1820000
സൂക്ഷിക്കുക വാട്ട്‌സാപ്പില്‍ പുതിയ തട്ടിപ്പ്🔥🔥🔥 || Whatsapp Users Must know this ⚡⚡⚡,282882,9873,620,Jayaraj G Nath,1820000
ഓണ്‍ലൈന്‍ ക്ലാസ്സുകള്‍ അറിയേണ്ടതെല്ലാം 🔥🔥🔥 || How to Attend VICTERS Online Class ⚡⚡⚡,40406,2874,368,Jayaraj G Nath,1820000
I Phone 12 പൊളി പൊളിക്കും🔥🔥🔥 || This will be I Phone 12 ⚡⚡⚡,144900,6848,524,Jayaraj G Nath,1820000
Infinix Hot 9 Pro & Hot 9  Unboxing Malayalam🔥🔥🔥 || Best Smartphone under 10000 ⚡⚡⚡,319713,15000,1439,Jayaraj G Nath,1820000
BevQ എത്തിപ്പോയി മക്കളേ🔥🔥🔥 || How to Install BevQ ⚡⚡⚡,53571,2466,438,Jayaraj G Nath,1820000
"പുതുപുത്തന്‍ 10 ആപ്പുകള്‍🔥🔥🔥 || New 10 Android Apps in May 2020 ⚡⚡⚡""",51841,3333,527,Jayaraj G Nath,1820000
Redmi Earbuds S || Only @ 1799 || Malayalam Review 🔥🔥🔥 || കിടിലന്‍ ഹെഡ്‌സെറ്റ്‌ ⚡⚡⚡,128150,5320,683,Jayaraj G Nath,1820000
"realme TV, realme Watch, realme Buds Air Neo & realme Powerbank 2 🔥🔥🔥 || അറിയേണ്ടതെല്ലാം⚡⚡⚡",34181,2221,198,Jayaraj G Nath,1820000
വാട്ട്‌സാപ്പിലെ ഈ ഫീച്ചര്‍ നിങ്ങള്‍ക്ക് ലഭിച്ചോ🔥🔥🔥 || Whatsapp introduced QR Code feature⚡⚡⚡,63069,3434,419,Jayaraj G Nath,1820000
Xiaomi Mi Box 4K Unboxing In Malayalam🔥🔥🔥 || Best Android TV Box in 2020⚡⚡⚡,394399,11303,1493,Jayaraj G Nath,1820000
ഷവോമിയുടെ പൊളി സാധനം🔥🔥🔥 ||  Mi True Wireless Earphones 2 Malayalam Unboxing⚡⚡⚡,145115,5424,566,Jayaraj G Nath,1820000
ഉടന്‍ എത്തുന്ന സ്മാര്‍ട്ട് ഗാഡ്ജറ്റുകള്‍🔥🔥🔥 || Upcoming Smart Gadgets in India 2020⚡⚡⚡,26388,1714,175,Jayaraj G Nath,1820000
Arjyou Vs Fukru Vlog🔥🔥🔥 || അഥവാ ടിക്ക്‌ടോക്ക്  Vs യൂട്യൂബ്‌ ⚡⚡⚡,89159,6918,1159,Jayaraj G Nath,1820000
റിയല്‍മി രണ്ടും കല്‍പ്പിച്ച് തന്നെ🔥🔥🔥 || Realme Smartwatch and Smart TV⚡⚡⚡,47684,2654,249,Jayaraj G Nath,1820000
വാട്ട്‌സാപ്പ് ഉപയോഗിക്കുന്നവര്‍ക്ക് സന്തോഷ വാര്‍ത്ത🔥🔥🔥 || Whatsapp latest 3 features in 2020⚡⚡⚡,227544,10209,744,Jayaraj G Nath,1820000
ഈ ക്യാമറ ഉപയോഗിച്ചാല്‍ വസ്ത്രങ്ങള്‍ ഒന്നും കാണില്ല🔥🔥🔥 || OnePlus 8 Pro XRay Vision Mode Explained⚡⚡⚡,238679,7322,646,Jayaraj G Nath,1820000
ഏറ്റവും അധികം വില്‍ക്കപ്പെടുന്ന ഫോണുകള്‍🔥🔥🔥 || The Most selling smartphones in 2020⚡⚡⚡,62174,3997,575,Jayaraj G Nath,1820000
എന്റെ കണ്ണിന് എന്ത് പറ്റി?? 🔥🔥🔥 || What happend to my eyes⚡⚡⚡,28152,2028,411,Jayaraj G Nath,1820000
എന്തായിത്?? 🔥🔥🔥 || ARJYOU || The new sensation in Malayalam⚡⚡⚡,295349,25403,1696,Jayaraj G Nath,1820000
POCO F2 Pro എത്തിപ്പോയി🔥🔥🔥 || POCO F2 Pro Launched⚡⚡⚡,70149,4181,473,Jayaraj G Nath,1820000
