video_title,view_count,like_count,comment_count,channel_name,subscriber_count
A Huge Unboxing From Impex 🔥🔥🔥,70471,2563,278,GADGETS ONE MALAYALAM TECH TIPS,1270000
നിങ്ങൾക്ക് വിശ്വസിക്കാൻ പറ്റാത്ത Strangest Technology In the World 😲,30267,3450,143,GADGETS ONE MALAYALAM TECH TIPS,1270000
Infinix ഈ പണി വേണ്ടായിരുന്നു | Infinix Hot 12 Pro,25810,2478,212,GADGETS ONE MALAYALAM TECH TIPS,1270000
വീട് ഉള്ളവർ അറിയേണ്ട കിടിലം Trick,65134,7025,95,GADGETS ONE MALAYALAM TECH TIPS,1270000
എൻ്റെ GIVEAWAY Scam ആണോ,15782,2355,249,GADGETS ONE MALAYALAM TECH TIPS,1270000
online ൽ കിട്ടുന്നതിനേക്കാൾ വില കുറവിൽ - Easy Store Onam Offer,60877,6696,89,GADGETS ONE MALAYALAM TECH TIPS,1270000
Microsoft Word ഉപയോഗിക്കുന്നവർ കാണുക,26672,2857,29,GADGETS ONE MALAYALAM TECH TIPS,1270000
നിങ്ങളെ ഞെട്ടിക്കുന്ന വിചിത്ര ഫോണുകൾ | Weird Phones on Earth,65401,6420,319,GADGETS ONE MALAYALAM TECH TIPS,1270000
Boat അയച്ചു തന്ന കിടിലം TWS  Earbuds + Giveaway,16792,2056,3058,GADGETS ONE MALAYALAM TECH TIPS,1270000
Photoshop ചെയ്‌ത ഫോട്ടോ തിരിച്ചറിയാണോ ? #Tricks,27537,3036,26,GADGETS ONE MALAYALAM TECH TIPS,1270000
"6,999 രൂപയ്ക്ക് 3 Camera ഉള്ള Phone???",13130,1634,247,GADGETS ONE MALAYALAM TECH TIPS,1270000
പശു Ser Fans ഇത് കാണുക,34775,3746,73,GADGETS ONE MALAYALAM TECH TIPS,1270000
999 രൂപയ്ക്ക് നിങ്ങൾ വാങ്ങിച്ചിരിക്കേണ്ട Item,23329,2433,330,GADGETS ONE MALAYALAM TECH TIPS,1270000
Camera ഇല്ലാതെ എങ്ങനെ YouTube Video  ഉണ്ടാക്കാം,47547,5853,47,GADGETS ONE MALAYALAM TECH TIPS,1270000
വെടിക്കെട്ട് Android Apps For August 2022 🔥,49258,5599,217,GADGETS ONE MALAYALAM TECH TIPS,1270000
13000 രൂപയുടെ Bluetooth Speaker Worth ആണോ ?,14108,1359,151,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഇത് അറിയാതെ Chrome ഉപയോഗിക്കരുത്😨 #shorts,39866,4186,46,GADGETS ONE MALAYALAM TECH TIPS,1270000
OnePlus സേട്ടാ ഇത്രേം വേണ്ടായിരുന്നു | OnePlus 10T Malayalam Unboxing,72700,4092,192,GADGETS ONE MALAYALAM TECH TIPS,1270000
നിങ്ങളുടെ എല്ലാം ഇനി WhatsApp ൽ നിന്ന്  ചെയ്യാം,70661,9897,62,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഈ PC ഗെയിമുകൾ Smartphone ൽ വന്നു | PC Games Launched on Android 2022,126508,11983,742,GADGETS ONE MALAYALAM TECH TIPS,1270000
Best Laptop For Gaming & Editing | Asus ROG Flow X13 Review,64897,3726,429,GADGETS ONE MALAYALAM TECH TIPS,1270000
WhatsApp ഉപയോഗിക്കുന്നവർ ഈ വീഡിയോ കാണുക 🔥,89702,11470,662,GADGETS ONE MALAYALAM TECH TIPS,1270000
Instagram Paid ആക്കുന്നു ? 5 New Instagram Features🔥,26788,4036,332,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഒരു Photo മതി നിങ്ങളുടെ Location അറിയാൻ,157111,20266,125,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഇന്ത്യയിൽ ആദ്യം Airtel 5G കൊണ്ടുവരുമോ ? Everything You Should Know About Airtel 5G,49344,2207,180,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഫോണിലെ ഒളിക്യാമറ സൂക്ഷിക്കുക Tips and Tricks,703305,86714,250,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഞെട്ടിക്കുന്ന Internet Tricks And Tips You Should Know !🔥,36370,4000,153,GADGETS ONE MALAYALAM TECH TIPS,1270000
Ex ൻ്റെ Story ആരും അറിയാതെ കാണാം,342426,50091,448,GADGETS ONE MALAYALAM TECH TIPS,1270000
2 Smart Watch നിങ്ങൾക്ക് Giveaway 🔥🔥+ Unboxing,51143,4105,5098,GADGETS ONE MALAYALAM TECH TIPS,1270000
ആർക്കും അറിയാത്ത Ultimate Trick to Hide Android Apps #shorts,237984,22402,435,GADGETS ONE MALAYALAM TECH TIPS,1270000
Gaming PC എടുക്കുന്നതിനു മുൻപ് നിങ്ങൾ അറിഞ്ഞിരിക്കേണ്ട കാര്യങ്ങൾ | PC Building Guide,145800,9397,434,GADGETS ONE MALAYALAM TECH TIPS,1270000
കണ്ടാൽ ഞെട്ടുന്ന  5 Casual Games Malayalam 2022,52545,5500,254,GADGETS ONE MALAYALAM TECH TIPS,1270000
Experience the Double Goodness of Active Copper + Zinc Booster in an Aquaguard | Unboxing and Review,56483,832,86,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഒരു Phone GIVEAWAY ആയാലോ + Infinix Smart 6 Plus,34104,3815,373,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഈ Trick Phone ൽ ചെയ്തു നോക്കൂ ..,96124,9961,147,GADGETS ONE MALAYALAM TECH TIPS,1270000
BGMI Official Update From Krafton !,104770,15699,595,GADGETS ONE MALAYALAM TECH TIPS,1270000
BGMI Playstore - ൽ  Search ചെയ്തപ്പോൾ | Battle Royale Games You Must Try,40690,5343,611,GADGETS ONE MALAYALAM TECH TIPS,1270000
"Get Rs.10,000 to Rs.20,00,000 | Navi Personal Loan | Easy EMI’s",14373,1521,113,GADGETS ONE MALAYALAM TECH TIPS,1270000
BGMI Officially Banned or Not? Removed from Playstore and Appstore!,191253,24359,1038,GADGETS ONE MALAYALAM TECH TIPS,1270000
കിണ്ണം കാച്ചി 5 Android Apps For Your Smartphone,34259,3951,236,GADGETS ONE MALAYALAM TECH TIPS,1270000
Login ചെയ്യാതെ YouTube കാണാൻ ഒരു Trick { MUST WATCH },815106,74666,694,GADGETS ONE MALAYALAM TECH TIPS,1270000
Anime Headphone വേണോ ?,25510,2640,172,GADGETS ONE MALAYALAM TECH TIPS,1270000
മറുകുള്ളവൻ 5G മറുകില്ലാത്തവൻ Turbo | Infinix Note 12 Series Detailed Review,39490,2236,159,GADGETS ONE MALAYALAM TECH TIPS,1270000
Phone Battery Backup കൂട്ടാൻ ഒരു Fresh Android Trick,263263,25407,102,GADGETS ONE MALAYALAM TECH TIPS,1270000
Internet ഉപയോഗിക്കുന്നവർ ഇത് കാണുക,656756,82606,401,GADGETS ONE MALAYALAM TECH TIPS,1270000
Facebookൽ ഇനി 18+ ? Tech News Sunday,33847,4166,201,GADGETS ONE MALAYALAM TECH TIPS,1270000
+2 കഴിഞ്ഞവർക്ക് ഇനി Software Engineer ആകാം With 100% Placement | Talrop's Technology School,36632,2762,202,GADGETS ONE MALAYALAM TECH TIPS,1270000
എങ്ങനെ Variety Comment ഇടാം !,290065,30803,16848,GADGETS ONE MALAYALAM TECH TIPS,1270000
നിങ്ങൾ ഒരു വാഴയാണോ ? | Smart Life Tips And Tricks You Should Know in 2022,33498,4708,197,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഇങ്ങനെ Item ഒളിപ്പിക്കാം | Secret Android Trick,46705,5818,55,GADGETS ONE MALAYALAM TECH TIPS,1270000
13000 രൂപയുടെ Bluetooth Speaker,15376,1487,63,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഒരു ലക്ഷം രൂപയുടെ സമ്മാനവും പ്രമുഖന്മാരും - Photo Fest 2022,13267,1484,77,GADGETS ONE MALAYALAM TECH TIPS,1270000
Nothing Phone ചത്തു .... OnePlus Nord 2T കൊന്നു ?,171738,8454,347,GADGETS ONE MALAYALAM TECH TIPS,1270000
രഹസ്യമായി എന്തേലും അയച്ചാലോ,92667,11918,48,GADGETS ONE MALAYALAM TECH TIPS,1270000
I Found One Of The Cheapest Laptop - 24999 രൂപയ്ക്ക്  Gaming Laptop ? 😍,225759,13180,675,GADGETS ONE MALAYALAM TECH TIPS,1270000
കിടിലം Secret ഫോട്ടോ Editing Trick,51909,9203,62,GADGETS ONE MALAYALAM TECH TIPS,1270000
5 ഏറ്റവും പുതിയ WhatsApp Features | WhatsApp ഉപയോഗം നിർത്തുന്നതാകും നല്ലത് 😠,295722,32938,599,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഒരു മനുഷ്യനും അറിയില്ല  Secret Internet Trick No One knows,41202,4866,28,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഒളി ക്യാമറയിൽ എന്നെ പൊക്കിയപ്പോൾ. സത്യാവസ്ഥ ഇതാണ്,13967,1396,59,GADGETS ONE MALAYALAM TECH TIPS,1270000
5 Super Addictive Casual Android & iOS Games Malayalam 2022,163526,14326,645,GADGETS ONE MALAYALAM TECH TIPS,1270000
എനിക്ക് നിങ്ങളോട് പറയാനുള്ളത് ... Kerala Tech YouTube Community,35927,4554,310,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഫോൺ ഹാക്ക് ചെയ്യാൻ പറ്റില്ല - How to be safe on Internet,235665,43912,92,GADGETS ONE MALAYALAM TECH TIPS,1270000
എൻ്റെ കിളി പറത്തിയ Smartphone Unboxing + Surprise,176805,15217,424,GADGETS ONE MALAYALAM TECH TIPS,1270000
How to Set an Alarm 🤣🤣🤣 വേറെ ആർക്കും അറിയില്ല,1039950,100342,584,GADGETS ONE MALAYALAM TECH TIPS,1270000
Amazing 5 Hidden Android Apps 2022 - രഹസ്യ ആപ്പുകൾ,53737,5956,329,GADGETS ONE MALAYALAM TECH TIPS,1270000
ചുമരിൽ ആണി അടിക്കാൻ Android App,156577,26248,161,GADGETS ONE MALAYALAM TECH TIPS,1270000
10 കിടിലം Secret iPhone Tricks 2022,27735,3159,210,GADGETS ONE MALAYALAM TECH TIPS,1270000
Hidden Internet Tricks ഉറപ്പായും അറിഞ്ഞിരിക്കുക,166150,16697,47,GADGETS ONE MALAYALAM TECH TIPS,1270000
5 കിടിലം Latest Ultra graphics android games Free Download,133009,12622,429,GADGETS ONE MALAYALAM TECH TIPS,1270000
Google Assistant ൽ നിങ്ങൾക്ക് അറിയാത്ത കിടു Tricks,569696,64195,313,GADGETS ONE MALAYALAM TECH TIPS,1270000
"Tech News - Redmi K50i , Macbook M2 , 200 MP Camera , etc",12914,1475,89,GADGETS ONE MALAYALAM TECH TIPS,1270000
പട്ടായ Massage ഇനി വീട്ടിലും !,15446,1583,117,GADGETS ONE MALAYALAM TECH TIPS,1270000
കുലുക്കി കളിക്കാൻ App,179141,18476,217,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഇത് ഇങ്ങനെ അണ് ചെയ്യേണ്ടത് - 12 Things You are doing wrong,414818,30333,598,GADGETS ONE MALAYALAM TECH TIPS,1270000
Youtube ഉപയോഗിക്കുന്നവർ അറിയേണ്ട Secret Trick,298201,37346,382,GADGETS ONE MALAYALAM TECH TIPS,1270000
5 അടിപൊളി പുതിയ Android Apps For The Month Of July 2022,47792,5339,161,GADGETS ONE MALAYALAM TECH TIPS,1270000
"Morning Tech News - Asus Rog Phone 6 , Dangerous New Malware , 1 Inch Smartphone Camera ?",23306,2590,176,GADGETS ONE MALAYALAM TECH TIPS,1270000
Hurry Up !!! Midnight Sale is Here | Lulu Trivandrum End Of The Season Sale,45819,3425,144,GADGETS ONE MALAYALAM TECH TIPS,1270000
"Good Morning Tech News - Facebook Scam ,WhatsApp Ban , OnePlus Nord 2T , iQOO Z6 Pro Etc",25728,3131,261,GADGETS ONE MALAYALAM TECH TIPS,1270000
Unboxing My Dream Camera Setup,44641,4480,181,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഒരു അടിപൊളി Unboxing Under Rs 2000  | Boat Wave Neo,127851,6995,227,GADGETS ONE MALAYALAM TECH TIPS,1270000
How I bought Apple stocks in India,319403,16574,272,GADGETS ONE MALAYALAM TECH TIPS,1270000
6 Internet Tips And Tricks - നിങ്ങൾ അറിയേണ്ടത് 🔥,48913,7246,265,GADGETS ONE MALAYALAM TECH TIPS,1270000
Unboxing Went WRONG ! ഞാൻ ഈ പരുപാടി നിർത്തി 😡,44744,4484,177,GADGETS ONE MALAYALAM TECH TIPS,1270000
Laptop വാങ്ങുന്നതിന് മുൻപ് ഈ വീഡിയോ കാണുക 🔥,77164,3745,195,GADGETS ONE MALAYALAM TECH TIPS,1270000
5 Ultra Graphics Android Games,99492,8515,279,GADGETS ONE MALAYALAM TECH TIPS,1270000
5 Secret Android Smartphone ട്രിക്കുകൾ 100% New !,56757,7801,234,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഇത് വാങ്ങിയാൽ 4K യിലും കളിക്കാം 🔥 | PLAY IN 4K 😜BUY RADEON AMD,19486,2086,103,GADGETS ONE MALAYALAM TECH TIPS,1270000
1 ലക്ഷം രൂപയുടെ എന്റെ Minimal Working Setup,35181,3702,119,GADGETS ONE MALAYALAM TECH TIPS,1270000
6 പുതിയ  Hidden Instagram Features 2022 🔥,62683,7992,265,GADGETS ONE MALAYALAM TECH TIPS,1270000
പ്രമുഖ YouTuber-മാർ  നമ്മളോട് കാണിക്കുന്നത് | Q N A 3.0,499626,45759,1432,GADGETS ONE MALAYALAM TECH TIPS,1270000
പ്രാന്ത് പിടിക്കുന്ന 5 Addictive Casual Android Games 2022,52780,5563,190,GADGETS ONE MALAYALAM TECH TIPS,1270000
Review Under 2 Minute EP 2 | Earbuds Made From Aeroplane | കിടിലം സാധനം 🔥,17652,2026,78,GADGETS ONE MALAYALAM TECH TIPS,1270000
WhatsApp ലെ 11 പുതിയ കിടിലം Features June 2022,263358,22568,417,GADGETS ONE MALAYALAM TECH TIPS,1270000
കിടുകാച്ചി  6 Android Applications 2022 That Will Change Your Life,37996,4757,174,GADGETS ONE MALAYALAM TECH TIPS,1270000
4 രഹസ്യ Android Hidden Tricks 2022,45163,6011,230,GADGETS ONE MALAYALAM TECH TIPS,1270000
Review Under 2 Min EP 1 | സൗണ്ട് ഇല്ലാത്ത Mouse,14974,1860,75,GADGETS ONE MALAYALAM TECH TIPS,1270000
Latest 5 High Graphics Android Games 2022 | ഒരു രക്ഷയില്ല !!,183695,17422,309,GADGETS ONE MALAYALAM TECH TIPS,1270000
നിങ്ങളെ ഞെട്ടിക്കുന്ന Technology കണ്ടുപിടുത്തങ്ങൾ | Technology Inventions That Will Shock You 2022,26369,3356,107,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഫോൺ പൊട്ടിപോയാലും Use ചെയ്യാം | How to Use Your Damaged Phone,53911,4826,208,GADGETS ONE MALAYALAM TECH TIPS,1270000
കിടിലം 5 Best Android Apps For The Month Of June 2022,44635,5098,178,GADGETS ONE MALAYALAM TECH TIPS,1270000
WhatsApp ൽ വരാൻ പോകുന്ന 5 പണികൾ | Upcoming Features In WhatsApp 2022,49930,8380,502,GADGETS ONE MALAYALAM TECH TIPS,1270000
Life Changing Gadget Everyone Should Have,254870,28135,110,GADGETS ONE MALAYALAM TECH TIPS,1270000
നിങ്ങളെ മണ്ടന്മാരാക്കിയ 4 Smartphone അന്ധവിശ്വാസങ്ങൾ,59444,7319,257,GADGETS ONE MALAYALAM TECH TIPS,1270000
അമ്പരപ്പിക്കുന്ന 5 Casual Android/IOS Games 2022,85828,6766,238,GADGETS ONE MALAYALAM TECH TIPS,1270000
രഹസ്യ Secret 5 Android Tricks And Tips 2022 ( Latest ),49930,7015,275,GADGETS ONE MALAYALAM TECH TIPS,1270000
ജീവിതം മാറ്റുന്ന 10 Tech Gadgets Under  ₹ 300 Rupees,534179,27981,547,GADGETS ONE MALAYALAM TECH TIPS,1270000
2 കിടുക്കാച്ചി Android Nova Launcher Setup,315972,19119,605,GADGETS ONE MALAYALAM TECH TIPS,1270000
7 Hidden Smartphone Tricks 2022 Malayalam,106166,12959,290,GADGETS ONE MALAYALAM TECH TIPS,1270000
ജീവിതം മാറ്റുന്ന 7 Incredible Android Application 2022,48704,5705,246,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഏത് ഫോണിന്റെയും RAM കൂട്ടാം | Secret Trick To Increase Your RAM and Storage,243071,21678,784,GADGETS ONE MALAYALAM TECH TIPS,1270000
Latest Best 5 Ultra Graphics Android Games | ഒരു രക്ഷയില്ല,431660,26620,907,GADGETS ONE MALAYALAM TECH TIPS,1270000
OnePlus Nord CE 2 OR CE 2 LITE ? Result നിങ്ങളെ ഞെട്ടിക്കും,178976,9209,401,GADGETS ONE MALAYALAM TECH TIPS,1270000
Marvel ഫോൺ അയച്ചുതന്നു ! Got SmartPhone From Marvel,154644,14229,370,GADGETS ONE MALAYALAM TECH TIPS,1270000
10 Latest Secret Android Tips And Tricks 2022 - ഈ വീഡിയോ കാണാതെ പോകരുത്,221944,24067,753,GADGETS ONE MALAYALAM TECH TIPS,1270000
കലക്കൻ 6 Mindblowing Android Application 2022,45152,5597,224,GADGETS ONE MALAYALAM TECH TIPS,1270000
അടിപൊളി 5 Secret Instagram Tips and Tricks 🔥,310877,30952,512,GADGETS ONE MALAYALAM TECH TIPS,1270000
Top 5 വേറെ ലെവൽ Android+IOS Games | 2022,206284,15129,822,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഈ Facebook ഉപയോഗിക്കരുത്  ! 10 Shocking Technology Facts 2022,12882,1561,126,GADGETS ONE MALAYALAM TECH TIPS,1270000
POCO M4 വാങ്ങിയാൽ പെട്ടുപോകുമോ ? Affordable 5G Phone in India,44588,3010,354,GADGETS ONE MALAYALAM TECH TIPS,1270000
WhatsAppൽ വരാൻ പോകുന്ന ഞെട്ടിക്കുന്ന 8 Features 2022,234372,24535,575,GADGETS ONE MALAYALAM TECH TIPS,1270000
എന്റെ Favourite 4 കിടുക്കാച്ചി Android Games,132037,11446,746,GADGETS ONE MALAYALAM TECH TIPS,1270000
POCO M4 ASMR UNBOXING,16802,1718,95,GADGETS ONE MALAYALAM TECH TIPS,1270000
5 നിർത്താതെ കളിച്ചു പോകുന്ന Android + IOS Games 2022,196748,16479,386,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഏറ്റവും പുതിയ 4 കിടിലം WhatsApp Tricks 2022,130396,14295,429,GADGETS ONE MALAYALAM TECH TIPS,1270000
അതീവ രഹസ്യ (HIDDEN) Smartphone Tricks You Should Know in 2022 🔥,106971,12080,390,GADGETS ONE MALAYALAM TECH TIPS,1270000
5 കിടുക്കാച്ചി Latest Android Apps 2022,40586,4592,163,GADGETS ONE MALAYALAM TECH TIPS,1270000
Amazing 5 Time Killing Android Games 2022 | സമയം പോകുന്നത് അറിയില്ല,112875,10376,238,GADGETS ONE MALAYALAM TECH TIPS,1270000
OnePlus 10 Pro. Cinematic,35898,5013,47,GADGETS ONE MALAYALAM TECH TIPS,1270000
OnePlus Nord CE 2 Lite ( ASMR UNBOXING ),17463,1391,49,GADGETS ONE MALAYALAM TECH TIPS,1270000
I Revealed OPPO Factory Secrets !!,153586,10847,344,GADGETS ONE MALAYALAM TECH TIPS,1270000
OTP വരുന്നവർ ഈ ട്രിക്ക്‌ ഉടനെ ഉപയോഗിക്കു,172679,12249,97,GADGETS ONE MALAYALAM TECH TIPS,1270000
Learn Advanced MS Excel - Malayalam,16851,762,71,GADGETS ONE MALAYALAM TECH TIPS,1270000
Infinix Smart 6 Budget Killer ആണോ ?,17147,1411,139,GADGETS ONE MALAYALAM TECH TIPS,1270000
5 Addictive Android Games 2022 - Malayalam,309960,19594,416,GADGETS ONE MALAYALAM TECH TIPS,1270000
5 പൊളപ്പൻ Android Applications 2022 🔥,65447,7278,178,GADGETS ONE MALAYALAM TECH TIPS,1270000
Those Who have a Computer WATCH THIS ! - കമ്പ്യൂട്ടർ ഉള്ളവർ ഇത് കാണാതെ പോകരുത്,12649,1155,73,GADGETS ONE MALAYALAM TECH TIPS,1270000
OPPO F21 PRO 5G - മറ്റു യൂട്യൂബർസ്‌ പറയാത്തത് 😁,82780,3470,215,GADGETS ONE MALAYALAM TECH TIPS,1270000
Best Budget BT - Speaker And Neckband I Have Used,37390,2065,93,GADGETS ONE MALAYALAM TECH TIPS,1270000
Infinix Hot 11 2022 - Unboxing | First Look - 8999 രൂപക്ക് മുതലാണോ ?,11106,1112,61,GADGETS ONE MALAYALAM TECH TIPS,1270000
Top 5 Useful Websites You Should Check Out 2022 - Malayalam,15000,1582,64,GADGETS ONE MALAYALAM TECH TIPS,1270000
This Gadget Can Turn Any Wired Headphone to a Wireless Headphone,8838,874,47,GADGETS ONE MALAYALAM TECH TIPS,1270000
4 Awesome Gadgets By Zebronics You should Check out,11352,1108,182,GADGETS ONE MALAYALAM TECH TIPS,1270000
കാശു ലാഭിക്കാം | Brother DCP - B7500D Toner Box Series Printer,17481,675,43,GADGETS ONE MALAYALAM TECH TIPS,1270000
OnePlus 10 Pro ASMR Unboxing,21883,1942,113,GADGETS ONE MALAYALAM TECH TIPS,1270000
Sennheiser CX True Wireless Earbuds | Things I LOVE And HATE 😁- Malayalam,11399,817,70,GADGETS ONE MALAYALAM TECH TIPS,1270000
Best 5 Android Application You Should Install Right Away - Malayalam,29593,3925,107,GADGETS ONE MALAYALAM TECH TIPS,1270000
IPhone 13 Giveaway വേണോ ? 😋,21799,2642,246,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഏറ്റവും പുതിയ  Samsung Galaxy M33 5G  | Unboxing and First Look,12395,837,92,GADGETS ONE MALAYALAM TECH TIPS,1270000
Super Minimal Nova Launcher Setup For 2022 - Malayalam,199946,11136,706,GADGETS ONE MALAYALAM TECH TIPS,1270000
OPPO K10 First Review | Serious Budget Smartphone By OPPO ? - Malayalam,47491,2457,154,GADGETS ONE MALAYALAM TECH TIPS,1270000
Best Affordable Smart TV Malayalam Review  ? OnePlus TV Y1S EDGE,43721,2146,106,GADGETS ONE MALAYALAM TECH TIPS,1270000
Upgrading my PC with Latest AORUS Motherboard and Intel CPU,43587,1010,99,GADGETS ONE MALAYALAM TECH TIPS,1270000
Best Quality Microphone I Ever Used | My Primary Microphone | 7RYMS,4189,432,28,GADGETS ONE MALAYALAM TECH TIPS,1270000
How to Record Calls Without Announcement 😃,311346,17887,240,GADGETS ONE MALAYALAM TECH TIPS,1270000
6 Incredible Android Apps For the Month Of March 2022,35852,6405,156,GADGETS ONE MALAYALAM TECH TIPS,1270000
You Can Game Without Graphic Cards Now ! - AMD Ryzen 5000 G APU,6215,614,51,GADGETS ONE MALAYALAM TECH TIPS,1270000
All Creators Can Earn Using this App - Pent House,29907,2243,30,GADGETS ONE MALAYALAM TECH TIPS,1270000
Hidden Android Tricks You Should Try Right Now 2022,49201,6188,191,GADGETS ONE MALAYALAM TECH TIPS,1270000
GOMX SERIES 1 -  LAUNCH EVENT,32714,3765,221,GADGETS ONE MALAYALAM TECH TIPS,1270000
6 Mind-Blowing Android Application You Should Install 2022,55331,6075,186,GADGETS ONE MALAYALAM TECH TIPS,1270000
Android Tricks You Should Know In 2022 - Malayalam,54123,6551,221,GADGETS ONE MALAYALAM TECH TIPS,1270000
Oneplus 9RT - The Truth You Should Know,44460,2878,181,GADGETS ONE MALAYALAM TECH TIPS,1270000
Latest Mid Range Killer? Infinix Zero 5G - Malayalam,26634,2357,144,GADGETS ONE MALAYALAM TECH TIPS,1270000
6 Unbelievable Android Apps Malayalam,76597,7513,239,GADGETS ONE MALAYALAM TECH TIPS,1270000
Secret Google Map Tricks You should know,302233,29174,74,GADGETS ONE MALAYALAM TECH TIPS,1270000
Gaming Pc Building Guide Under 10 Minutes - Malayalam,154013,11171,530,GADGETS ONE MALAYALAM TECH TIPS,1270000
The Truth About Infinix Note 11S - The Budget King ? 🔥,33326,3423,288,GADGETS ONE MALAYALAM TECH TIPS,1270000
Top 5 Wireless Headsets Under Rs 1999 - Malayalam,91726,5343,214,GADGETS ONE MALAYALAM TECH TIPS,1270000
This Computer Ram Is Unbeatable Kingston Fury Beast DDR5,80042,8147,47,GADGETS ONE MALAYALAM TECH TIPS,1270000
This Is How You Can Earn 10000 Rupees From Paytm,13283,1518,95,GADGETS ONE MALAYALAM TECH TIPS,1270000
Smartwatch Giveaway + AskGom,8995,979,25,GADGETS ONE MALAYALAM TECH TIPS,1270000
How to Turn Your Photo to A Text,158135,17985,81,GADGETS ONE MALAYALAM TECH TIPS,1270000
Facts About Samsung You don't Know #shorts,102279,14304,127,GADGETS ONE MALAYALAM TECH TIPS,1270000
Top 5 Secret Android Applications You Should Know,40360,4613,165,GADGETS ONE MALAYALAM TECH TIPS,1270000
Xiaomi 11T Pro - My Impression Malayalam,32447,2504,158,GADGETS ONE MALAYALAM TECH TIPS,1270000
How Social Media Will Destroy Half Of Human Population,39517,5855,588,GADGETS ONE MALAYALAM TECH TIPS,1270000
Make Professional Websites From Your Android Smartphone under 5 Minutes,84020,4653,104,GADGETS ONE MALAYALAM TECH TIPS,1270000
These are the 10 Weird Shocking Gadgets In the World 🔥 - Malayalam,124068,11415,267,GADGETS ONE MALAYALAM TECH TIPS,1270000
എങ്ങനെ Unlimited Cloud  storage നേടാം free ആയി,482939,49979,407,GADGETS ONE MALAYALAM TECH TIPS,1270000
The Budget Premium Neckband - OPPO ENCO M32,35039,1791,188,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഈ വീഡിയോ നിങ്ങളെ ഞെട്ടിക്കും - Shocking Facts,387307,35802,158,GADGETS ONE MALAYALAM TECH TIPS,1270000
10 Tech Hacks You Must Know in 2022,51788,6903,259,GADGETS ONE MALAYALAM TECH TIPS,1270000
Keyboard shortcuts You Must Know Right Now,89166,11433,69,GADGETS ONE MALAYALAM TECH TIPS,1270000
Happy New Year !  800K,7608,1207,193,GADGETS ONE MALAYALAM TECH TIPS,1270000
Super Best Android Apps For The Month Of December 2021,25638,3083,114,GADGETS ONE MALAYALAM TECH TIPS,1270000
Facts About Big Companies | പണി കിട്ടും കേട്ടോ,157004,15199,67,GADGETS ONE MALAYALAM TECH TIPS,1270000
My Favourite Gadgets Of 2021 🔥,37712,3237,95,GADGETS ONE MALAYALAM TECH TIPS,1270000
My Favourite Android Apps Of 2021,30368,3285,127,GADGETS ONE MALAYALAM TECH TIPS,1270000
Gionee Stylfit Pro |  Giveaway എടുക്കട്ടേ ?,56496,2455,1471,GADGETS ONE MALAYALAM TECH TIPS,1270000
Your Dream Youtube Gear is Here  | Aputure Amaran 100x,4620,516,59,GADGETS ONE MALAYALAM TECH TIPS,1270000
"Dear Infinix I Didn't Expect This | Infinix Note 11 My Real Impression ( ₹ 11,999 )",29322,2689,213,GADGETS ONE MALAYALAM TECH TIPS,1270000
Don't Do this on Your Smartphone പണി കിട്ടും,1895422,156008,528,GADGETS ONE MALAYALAM TECH TIPS,1270000
2 Smartphone  മണ്ടത്തരങ്ങൾ #shorts,1388619,138987,739,GADGETS ONE MALAYALAM TECH TIPS,1270000
Best Budget Smartphones Under ₹ 15000 - Malayalam Guide,29503,2737,186,GADGETS ONE MALAYALAM TECH TIPS,1270000
ഒരു charger മതി ജീവിതം മാറ്റി മറിക്കാൻ,478434,39539,139,GADGETS ONE MALAYALAM TECH TIPS,1270000
SHOULD YOU BUY AMD 5000 SERIES CPU'S ?,35523,1862,200,GADGETS ONE MALAYALAM TECH TIPS,1270000
രണ്ട് പാട്ട് ഒരു ഫോണിൽ കേൾക്കാം . Must Watch,756251,84029,307,GADGETS ONE MALAYALAM TECH TIPS,1270000
LAVA AGNI 5G  - The Best Phone Under 20000 ?,11338,1248,160,GADGETS ONE MALAYALAM TECH TIPS,1270000
ആർക്കും അറിയാത്ത Smartphone Secret Tricks,744040,63765,495,GADGETS ONE MALAYALAM TECH TIPS,1270000
